pkSeqID,stime,flgs,proto,saddr,sport,daddr,dport,pkts,bytes,state,ltime,seq,dur,mean,stddev,smac,dmac,sum,min,max,soui,doui,sco,dco,spkts,dpkts,sbytes,dbytes,rate,srate,drate,attack,category,subcategory
35000798,1528095725.55731,e,tcp,192.168.100.150,31944.0,192.168.100.3,80.0,1,154,REQ,1528095725.55731,144326,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
35000799,1528095725.557311,e,tcp,192.168.100.150,31945.0,192.168.100.3,80.0,1,154,REQ,1528095725.557311,144327,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
35000800,1528095725.557313,e,tcp,192.168.100.150,31948.0,192.168.100.3,80.0,1,154,REQ,1528095725.557313,144328,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
35000801,1528095725.557314,e,tcp,192.168.100.150,31949.0,192.168.100.3,80.0,1,154,REQ,1528095725.557314,144329,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
35000802,1528095725.557315,e,tcp,192.168.100.150,31954.0,192.168.100.3,80.0,1,154,REQ,1528095725.557315,144330,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
35000803,1528095725.557316,e,tcp,192.168.100.150,31955.0,192.168.100.3,80.0,1,154,REQ,1528095725.557316,144331,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
35000804,1528095725.557317,e,tcp,192.168.100.150,31958.0,192.168.100.3,80.0,1,154,REQ,1528095725.557317,144332,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
35000805,1528095725.557319,e,tcp,192.168.100.150,31959.0,192.168.100.3,80.0,1,154,REQ,1528095725.557319,144333,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
35000806,1528095725.55732,e,tcp,192.168.100.150,31960.0,192.168.100.3,80.0,1,154,REQ,1528095725.55732,144334,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
35000807,1528095725.557321,e,tcp,192.168.100.150,31961.0,192.168.100.3,80.0,1,154,REQ,1528095725.557321,144335,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
35000808,1528095725.557322,e,tcp,192.168.100.150,31964.0,192.168.100.3,80.0,1,154,REQ,1528095725.557322,144336,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
35000809,1528095725.557324,e,tcp,192.168.100.150,31965.0,192.168.100.3,80.0,1,154,REQ,1528095725.557324,144337,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
35000810,1528095725.557325,e,tcp,192.168.100.150,31970.0,192.168.100.3,80.0,1,154,REQ,1528095725.557325,144338,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
35000811,1528095725.557326,e,tcp,192.168.100.150,31971.0,192.168.100.3,80.0,1,154,REQ,1528095725.557326,144339,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
35000812,1528095725.557327,e,tcp,192.168.100.150,31974.0,192.168.100.3,80.0,1,154,REQ,1528095725.557327,144340,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
35000813,1528095725.557328,e,tcp,192.168.100.150,31975.0,192.168.100.3,80.0,1,154,REQ,1528095725.557328,144341,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
35000814,1528095725.55733,e,tcp,192.168.100.150,31976.0,192.168.100.3,80.0,1,154,REQ,1528095725.55733,144342,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
35000815,1528095725.557331,e,tcp,192.168.100.150,31977.0,192.168.100.3,80.0,1,154,REQ,1528095725.557331,144343,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
35000816,1528095725.557332,e,tcp,192.168.100.150,31980.0,192.168.100.3,80.0,1,154,REQ,1528095725.557332,144344,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
35000817,1528095725.557333,e,tcp,192.168.100.150,31981.0,192.168.100.3,80.0,1,154,REQ,1528095725.557333,144345,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
35000818,1528095725.557334,e,tcp,192.168.100.150,31986.0,192.168.100.3,80.0,1,154,REQ,1528095725.557334,144346,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
35000819,1528095725.557335,e,tcp,192.168.100.150,31987.0,192.168.100.3,80.0,1,154,REQ,1528095725.557335,144347,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
35000820,1528095725.561482,e,tcp,192.168.100.149,34985.0,192.168.100.3,80.0,1,154,REQ,1528095725.561482,144348,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
35000821,1528095725.561484,e,tcp,192.168.100.149,34988.0,192.168.100.3,80.0,1,154,REQ,1528095725.561484,144349,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
35000822,1528095725.561485,e,tcp,192.168.100.149,34989.0,192.168.100.3,80.0,1,154,REQ,1528095725.561485,144350,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
35000823,1528095725.561486,e,tcp,192.168.100.149,34994.0,192.168.100.3,80.0,1,154,REQ,1528095725.561486,144351,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
35000824,1528095725.561488,e,tcp,192.168.100.149,34995.0,192.168.100.3,80.0,1,154,REQ,1528095725.561488,144352,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
35000825,1528095725.561489,e,tcp,192.168.100.149,34998.0,192.168.100.3,80.0,1,154,REQ,1528095725.561489,144353,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
35000826,1528095725.561491,e,tcp,192.168.100.149,34999.0,192.168.100.3,80.0,1,154,REQ,1528095725.561491,144354,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
35000827,1528095725.561492,e,tcp,192.168.100.149,35000.0,192.168.100.3,80.0,1,154,REQ,1528095725.561492,144355,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
35000828,1528095725.561493,e,tcp,192.168.100.149,35001.0,192.168.100.3,80.0,1,154,REQ,1528095725.561493,144356,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
35000829,1528095725.561494,e,tcp,192.168.100.149,35004.0,192.168.100.3,80.0,1,154,REQ,1528095725.561494,144357,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
35000830,1528095725.561496,e,tcp,192.168.100.149,35005.0,192.168.100.3,80.0,1,154,REQ,1528095725.561496,144358,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
35000831,1528095725.561497,e,tcp,192.168.100.149,35010.0,192.168.100.3,80.0,1,154,REQ,1528095725.561497,144359,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
35000832,1528095725.561498,e,tcp,192.168.100.149,35011.0,192.168.100.3,80.0,1,154,REQ,1528095725.561498,144360,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
35000833,1528095725.5615,e,tcp,192.168.100.149,35014.0,192.168.100.3,80.0,1,154,REQ,1528095725.5615,144361,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
35000834,1528095725.561501,e,tcp,192.168.100.149,35015.0,192.168.100.3,80.0,1,154,REQ,1528095725.561501,144362,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
35000835,1528095725.561502,e,tcp,192.168.100.149,35016.0,192.168.100.3,80.0,1,154,REQ,1528095725.561502,144363,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
35000836,1528095725.561503,e,tcp,192.168.100.149,35017.0,192.168.100.3,80.0,1,154,REQ,1528095725.561503,144364,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
35000837,1528095725.561504,e,tcp,192.168.100.149,35020.0,192.168.100.3,80.0,1,154,REQ,1528095725.561504,144365,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
35000838,1528095725.561506,e,tcp,192.168.100.149,35021.0,192.168.100.3,80.0,1,154,REQ,1528095725.561506,144366,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
35000839,1528095725.561507,e,tcp,192.168.100.149,35026.0,192.168.100.3,80.0,1,154,REQ,1528095725.561507,144367,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
35000840,1528095725.561508,e,tcp,192.168.100.149,35027.0,192.168.100.3,80.0,1,154,REQ,1528095725.561508,144368,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
35000841,1528095725.561509,e,tcp,192.168.100.149,35030.0,192.168.100.3,80.0,1,154,REQ,1528095725.561509,144369,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
35000842,1528095725.56151,e,tcp,192.168.100.149,35031.0,192.168.100.3,80.0,1,154,REQ,1528095725.56151,144370,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
35000843,1528095725.561512,e,tcp,192.168.100.149,35032.0,192.168.100.3,80.0,1,154,REQ,1528095725.561512,144371,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
35000844,1528095725.561514,e,tcp,192.168.100.149,35033.0,192.168.100.3,80.0,1,154,REQ,1528095725.561514,144372,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
35000845,1528095725.561515,e,tcp,192.168.100.149,35036.0,192.168.100.3,80.0,1,154,REQ,1528095725.561515,144373,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
35000846,1528095725.561516,e,tcp,192.168.100.149,35037.0,192.168.100.3,80.0,1,154,REQ,1528095725.561516,144374,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
35000847,1528095725.561517,e,tcp,192.168.100.149,35042.0,192.168.100.3,80.0,1,154,REQ,1528095725.561517,144375,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
35000848,1528095725.561519,e,tcp,192.168.100.149,35043.0,192.168.100.3,80.0,1,154,REQ,1528095725.561519,144376,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
35000849,1528095725.56152,e,tcp,192.168.100.149,35046.0,192.168.100.3,80.0,1,154,REQ,1528095725.56152,144377,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
35000850,1528095725.561521,e,tcp,192.168.100.149,35047.0,192.168.100.3,80.0,1,154,REQ,1528095725.561521,144378,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
35000851,1528095725.561523,e,tcp,192.168.100.149,35048.0,192.168.100.3,80.0,1,154,REQ,1528095725.561523,144379,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
35000852,1528095725.561524,e,tcp,192.168.100.149,35049.0,192.168.100.3,80.0,1,154,REQ,1528095725.561524,144380,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
35000853,1528095725.561525,e,tcp,192.168.100.149,35052.0,192.168.100.3,80.0,1,154,REQ,1528095725.561525,144381,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
35000854,1528095725.561526,e,tcp,192.168.100.149,35053.0,192.168.100.3,80.0,1,154,REQ,1528095725.561526,144382,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
35000855,1528095725.561528,e,tcp,192.168.100.149,35058.0,192.168.100.3,80.0,1,154,REQ,1528095725.561528,144383,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
35000856,1528095725.561529,e,tcp,192.168.100.149,35059.0,192.168.100.3,80.0,1,154,REQ,1528095725.561529,144384,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
35000857,1528095725.56153,e,tcp,192.168.100.149,35062.0,192.168.100.3,80.0,1,154,REQ,1528095725.56153,144385,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
35000858,1528095725.561531,e,tcp,192.168.100.149,35063.0,192.168.100.3,80.0,1,154,REQ,1528095725.561531,144386,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
35000859,1528095725.561533,e,tcp,192.168.100.149,35064.0,192.168.100.3,80.0,1,154,REQ,1528095725.561533,144387,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
35000860,1528095725.56155,e,tcp,192.168.100.149,34986.0,192.168.100.3,80.0,1,154,REQ,1528095725.56155,144388,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
35000861,1528095725.561552,e,tcp,192.168.100.149,34987.0,192.168.100.3,80.0,1,154,REQ,1528095725.561552,144389,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
35000862,1528095725.561554,e,tcp,192.168.100.149,34990.0,192.168.100.3,80.0,1,154,REQ,1528095725.561554,144390,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
35000863,1528095725.561555,e,tcp,192.168.100.149,34991.0,192.168.100.3,80.0,1,154,REQ,1528095725.561555,144391,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
35000864,1528095725.561556,e,tcp,192.168.100.149,34992.0,192.168.100.3,80.0,1,154,REQ,1528095725.561556,144392,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
35000865,1528095725.561557,e,tcp,192.168.100.149,34993.0,192.168.100.3,80.0,1,154,REQ,1528095725.561557,144393,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
35000866,1528095725.561559,e,tcp,192.168.100.149,34996.0,192.168.100.3,80.0,1,154,REQ,1528095725.561559,144394,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
35000867,1528095725.56156,e,tcp,192.168.100.149,34997.0,192.168.100.3,80.0,1,154,REQ,1528095725.56156,144395,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
35000868,1528095725.561561,e,tcp,192.168.100.149,35002.0,192.168.100.3,80.0,1,154,REQ,1528095725.561561,144396,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
35000869,1528095725.561563,e,tcp,192.168.100.149,35003.0,192.168.100.3,80.0,1,154,REQ,1528095725.561563,144397,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
35000870,1528095725.561564,e,tcp,192.168.100.149,35006.0,192.168.100.3,80.0,1,154,REQ,1528095725.561564,144398,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
35000871,1528095725.561565,e,tcp,192.168.100.149,35007.0,192.168.100.3,80.0,1,154,REQ,1528095725.561565,144399,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
35000872,1528095725.561567,e,tcp,192.168.100.149,35008.0,192.168.100.3,80.0,1,154,REQ,1528095725.561567,144400,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
35000873,1528095725.561569,e,tcp,192.168.100.149,35009.0,192.168.100.3,80.0,1,154,REQ,1528095725.561569,144401,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
35000874,1528095725.56157,e,tcp,192.168.100.149,35012.0,192.168.100.3,80.0,1,154,REQ,1528095725.56157,144402,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
35000875,1528095725.561571,e,tcp,192.168.100.149,35013.0,192.168.100.3,80.0,1,154,REQ,1528095725.561571,144403,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
35000876,1528095725.561572,e,tcp,192.168.100.149,35018.0,192.168.100.3,80.0,1,154,REQ,1528095725.561572,144404,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
35000877,1528095725.561574,e,tcp,192.168.100.149,35019.0,192.168.100.3,80.0,1,154,REQ,1528095725.561574,144405,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
35000878,1528095725.561575,e,tcp,192.168.100.149,35022.0,192.168.100.3,80.0,1,154,REQ,1528095725.561575,144406,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
35000879,1528095725.561577,e,tcp,192.168.100.149,35023.0,192.168.100.3,80.0,1,154,REQ,1528095725.561577,144407,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
35000880,1528095725.561578,e,tcp,192.168.100.149,35024.0,192.168.100.3,80.0,1,154,REQ,1528095725.561578,144408,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
4482061,1528081857.670282,e,udp,192.168.100.46,80.0,192.168.100.5,80.0,4649,4459130,INT,1528081915.851886,419,58.181602,4.829748,0.527077,,,57.956978,3.081727,4.99774,,,,,4649,0,4459130,0,79.887794,79.887794,0.0,0,Normal,Normal
4482062,1528081857.670291,e,tcp,192.168.100.46,80.0,192.168.100.5,80.0,4649,4353576,CON,1528081915.851895,420,58.181602,4.829737,0.527084,,,57.956848,3.081722,4.997747,,,,,4649,0,4353576,0,79.887794,79.887794,0.0,0,Normal,Normal
4482063,1528081857.670292,e,udp,192.168.100.7,365.0,192.168.100.3,565.0,2499,149940,INT,1528081915.8519,421,58.181606,4.824072,0.536352,,,57.88887,3.045329,4.997688,,,,,2499,0,149940,0,42.934532,42.934532,0.0,0,Normal,Normal
35000881,1528095725.561579,e,tcp,192.168.100.149,35025.0,192.168.100.3,80.0,1,154,REQ,1528095725.561579,144409,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
35000882,1528095725.561581,e,tcp,192.168.100.149,35028.0,192.168.100.3,80.0,1,154,REQ,1528095725.561581,144410,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
35000883,1528095725.561582,e,tcp,192.168.100.149,35029.0,192.168.100.3,80.0,1,154,REQ,1528095725.561582,144411,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
35000884,1528095725.561583,e,tcp,192.168.100.149,35034.0,192.168.100.3,80.0,1,154,REQ,1528095725.561583,144412,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
35000885,1528095725.561585,e,tcp,192.168.100.149,35035.0,192.168.100.3,80.0,1,154,REQ,1528095725.561585,144413,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
35000886,1528095725.561586,e,tcp,192.168.100.149,35038.0,192.168.100.3,80.0,1,154,REQ,1528095725.561586,144414,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
35000887,1528095725.561587,e,tcp,192.168.100.149,35039.0,192.168.100.3,80.0,1,154,REQ,1528095725.561587,144415,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
35000888,1528095725.561589,e,tcp,192.168.100.149,35040.0,192.168.100.3,80.0,1,154,REQ,1528095725.561589,144416,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
35000889,1528095725.56159,e,tcp,192.168.100.149,35041.0,192.168.100.3,80.0,1,154,REQ,1528095725.56159,144417,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
35000890,1528095725.561591,e,tcp,192.168.100.149,35044.0,192.168.100.3,80.0,1,154,REQ,1528095725.561591,144418,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
35000891,1528095725.561592,e,tcp,192.168.100.149,35045.0,192.168.100.3,80.0,1,154,REQ,1528095725.561592,144419,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
35000892,1528095725.561593,e,tcp,192.168.100.149,35050.0,192.168.100.3,80.0,1,154,REQ,1528095725.561593,144420,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
35000893,1528095725.561594,e,tcp,192.168.100.149,35051.0,192.168.100.3,80.0,1,154,REQ,1528095725.561594,144421,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
35000894,1528095725.561595,e,tcp,192.168.100.149,35054.0,192.168.100.3,80.0,1,154,REQ,1528095725.561595,144422,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
35000895,1528095725.561596,e,tcp,192.168.100.149,35055.0,192.168.100.3,80.0,1,154,REQ,1528095725.561596,144423,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
35000896,1528095725.561597,e,tcp,192.168.100.149,35056.0,192.168.100.3,80.0,1,154,REQ,1528095725.561597,144424,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
35000897,1528095725.561599,e,tcp,192.168.100.149,35057.0,192.168.100.3,80.0,1,154,REQ,1528095725.561599,144425,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
35000898,1528095725.5616,e,tcp,192.168.100.149,35060.0,192.168.100.3,80.0,1,154,REQ,1528095725.5616,144426,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
35000899,1528095725.561601,e,tcp,192.168.100.149,35061.0,192.168.100.3,80.0,1,154,REQ,1528095725.561601,144427,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
35000900,1528095725.561602,e,tcp,192.168.100.149,35066.0,192.168.100.3,80.0,1,154,REQ,1528095725.561602,144428,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
35000901,1528095725.561604,e,tcp,192.168.100.149,35067.0,192.168.100.3,80.0,1,154,REQ,1528095725.561604,144429,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
35000902,1528095725.561605,e,tcp,192.168.100.149,35065.0,192.168.100.3,80.0,1,154,REQ,1528095725.561605,144430,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
35000903,1528095725.561607,e,tcp,192.168.100.149,35068.0,192.168.100.3,80.0,3,274,RST,1528095725.774286,144431,0.212679,0.212679,0.0,,,0.212679,0.212679,0.212679,,,,,2,1,214,60,9.403844,4.701922,0.0,1,DDoS,TCP
35000904,1528095725.561608,e,tcp,192.168.100.149,35069.0,192.168.100.3,80.0,3,274,RST,1528095725.774287,144432,0.212679,0.212679,0.0,,,0.212679,0.212679,0.212679,,,,,2,1,214,60,9.403844,4.701922,0.0,1,DDoS,TCP
35000905,1528095725.561609,e,tcp,192.168.100.149,35074.0,192.168.100.3,80.0,3,274,RST,1528095725.774288,144433,0.212679,0.212679,0.0,,,0.212679,0.212679,0.212679,,,,,2,1,214,60,9.403844,4.701922,0.0,1,DDoS,TCP
35000906,1528095725.56161,e,tcp,192.168.100.149,35075.0,192.168.100.3,80.0,3,274,RST,1528095725.774288,144434,0.212678,0.212678,0.0,,,0.212678,0.212678,0.212678,,,,,2,1,214,60,9.403888,4.701944,0.0,1,DDoS,TCP
